,date,factor_indicator,y,signal
1365,2018-10-08,1204.0,0,0.0
1366,2018-10-09,1400.0,0,0.0
1367,2018-10-10,1154.0,0,1.0
1368,2018-10-11,1211.0,0,0.0
1369,2018-10-12,1235.0,1,0.0
1370,2018-10-15,1185.0,0,1.0
1371,2018-10-16,922.0,0,0.0
1372,2018-10-17,851.0,0,0.0
1373,2018-10-18,871.0,0,0.0
1374,2018-10-19,927.0,0,0.0
1375,2018-10-22,912.0,0,1.0
1376,2018-10-23,893.0,0,0.0
1377,2018-10-24,545.0,0,0.0
1378,2018-10-25,707.0,0,0.0
1379,2018-10-26,1025.0,0,1.0
1380,2018-10-29,921.0,0,1.0
1381,2018-10-30,721.0,1,1.0
1382,2018-10-31,865.0,1,1.0
1383,2018-11-01,897.0,0,0.0
1384,2018-11-02,754.0,0,0.0
1385,2018-11-05,339.0,0,0.0
1386,2018-11-06,381.0,0,1.0
1387,2018-11-07,349.0,0,0.0
1388,2018-11-08,594.0,1,1.0
1389,2018-11-09,317.0,0,1.0
1390,2018-11-12,317.0,1,1.0
1391,2018-11-13,478.0,1,1.0
1392,2018-11-14,700.0,1,1.0
1393,2018-11-15,774.0,1,1.0
1394,2018-11-16,646.0,1,1.0
1395,2018-11-19,643.0,1,1.0
1396,2018-11-20,634.0,1,1.0
1397,2018-11-21,656.0,1,1.0
1398,2018-11-22,744.0,0,1.0
1399,2018-11-23,492.0,0,1.0
1400,2018-11-26,492.0,1,1.0
1401,2018-11-27,727.0,1,0.0
1402,2018-11-28,476.0,1,1.0
1403,2018-11-29,567.0,1,1.0
1404,2018-11-30,405.0,1,1.0
1405,2018-12-03,441.0,1,1.0
1406,2018-12-04,324.0,1,1.0
1407,2018-12-05,156.0,1,1.0
1408,2018-12-06,156.0,1,1.0
1409,2018-12-07,-88.0,1,1.0
1410,2018-12-10,226.0,0,0.0
1411,2018-12-11,13.0,0,0.0
1412,2018-12-12,59.0,0,1.0
1413,2018-12-13,49.0,0,1.0
1414,2018-12-14,58.0,0,1.0
1415,2018-12-17,149.0,0,0.0
1416,2018-12-18,136.0,0,0.0
1417,2018-12-19,307.0,0,0.0
1418,2018-12-20,436.0,0,0.0
1419,2018-12-21,610.0,0,1.0
1420,2018-12-24,894.0,0,0.0
1421,2018-12-27,1196.0,1,1.0
1422,2018-12-28,1120.0,1,1.0
1423,2019-01-02,1357.0,1,1.0
1424,2019-01-03,1408.0,1,0.0
1425,2019-01-04,1605.0,1,0.0
1426,2019-01-07,1586.0,1,0.0
1427,2019-01-08,1281.0,1,1.0
1428,2019-01-09,1218.0,1,0.0
1429,2019-01-10,1366.0,1,1.0
1430,2019-01-11,1109.0,0,0.0
1431,2019-01-14,1153.0,1,1.0
1432,2019-01-15,1200.0,1,0.0
1433,2019-01-16,1152.0,1,1.0
1434,2019-01-17,1259.0,1,1.0
1435,2019-01-18,1098.0,0,1.0
1436,2019-01-21,969.0,1,1.0
1437,2019-01-22,1074.0,0,0.0
1438,2019-01-23,1095.0,1,1.0
1439,2019-01-24,1228.0,1,1.0
1440,2019-01-25,1161.0,1,1.0
1441,2019-01-28,1239.0,0,0.0
1442,2019-01-29,1069.0,0,0.0
1443,2019-01-30,1112.0,0,0.0
1444,2019-01-31,1078.0,0,0.0
1445,2019-02-01,1054.0,1,1.0
1446,2019-02-11,1307.0,1,1.0
1447,2019-02-12,1633.0,1,1.0
1448,2019-02-13,1950.0,1,0.0
1449,2019-02-14,2033.0,1,1.0
1450,2019-02-15,1989.0,1,1.0
1451,2019-02-18,1929.0,1,0.0
1452,2019-02-19,1911.0,1,1.0
1453,2019-02-20,1908.0,0,0.0
1454,2019-02-21,1866.0,0,0.0
1455,2019-02-22,1874.0,0,1.0
1456,2019-02-25,1556.0,0,0.0
1457,2019-02-26,1735.0,1,0.0
1458,2019-02-27,1760.0,1,1.0
1459,2019-02-28,1927.0,0,0.0
1460,2019-03-01,1885.0,0,1.0
1461,2019-03-04,1813.0,0,0.0
1462,2019-03-05,1643.0,0,0.0
1463,2019-03-06,1906.0,0,0.0
1464,2019-03-07,1657.0,0,1.0
1465,2019-03-08,1734.0,0,0.0
1466,2019-03-11,1904.0,1,0.0
1467,2019-03-12,1828.0,1,1.0
1468,2019-03-13,1861.0,1,0.0
1469,2019-03-14,1408.0,0,0.0
1470,2019-03-15,1581.0,0,0.0
1471,2019-03-18,1643.0,0,0.0
1472,2019-03-19,1439.0,0,0.0
1473,2019-03-20,1482.0,0,0.0
1474,2019-03-21,1400.0,0,0.0
1475,2019-03-22,1408.0,0,0.0
1476,2019-03-25,1122.0,1,1.0
1477,2019-03-26,1228.0,1,1.0
1478,2019-03-27,1021.0,1,1.0
1479,2019-03-28,980.0,1,0.0
1480,2019-03-29,1156.0,1,1.0
1481,2019-04-01,1312.0,1,1.0
1482,2019-04-02,1252.0,1,0.0
1483,2019-04-03,1277.0,1,1.0
1484,2019-04-04,1278.0,1,1.0
1485,2019-04-08,1322.0,1,1.0
1486,2019-04-09,1138.0,1,1.0
1487,2019-04-10,1051.0,1,1.0
1488,2019-04-11,1160.0,0,1.0
1489,2019-04-12,1242.0,0,0.0
1490,2019-04-15,1324.0,0,1.0
1491,2019-04-16,1171.0,0,1.0
1492,2019-04-17,1422.0,0,0.0
1493,2019-04-18,1179.0,0,1.0
1494,2019-04-23,1100.0,0,0.0
1495,2019-04-24,1216.0,0,0.0
1496,2019-04-25,1302.0,0,1.0
1497,2019-04-26,1404.0,0,0.0
1498,2019-04-29,1200.0,0,0.0
1499,2019-04-30,1270.0,0,0.0
1500,2019-05-06,1348.0,0,1.0
1501,2019-05-07,1587.0,0,0.0
1502,2019-05-08,1870.0,0,0.0
1503,2019-05-09,1930.0,0,0.0
1504,2019-05-10,2060.0,0,0.0
1505,2019-05-13,2244.0,0,0.0
1506,2019-05-14,2422.0,0,0.0
1507,2019-05-15,2745.0,0,0.0
1508,2019-05-16,2393.0,0,1.0
1509,2019-05-17,2252.0,0,0.0
1510,2019-05-20,2163.0,0,0.0
1511,2019-05-21,2240.0,0,1.0
1512,2019-05-22,1825.0,0,0.0
1513,2019-05-23,1838.0,0,0.0
1514,2019-05-24,1840.0,0,0.0
1515,2019-05-28,1635.0,0,1.0
1516,2019-05-29,1448.0,0,0.0
1517,2019-05-30,1261.0,0,1.0
1518,2019-05-31,1335.0,0,1.0
1519,2019-06-03,1294.0,0,1.0
1520,2019-06-04,1140.0,1,1.0
1521,2019-06-05,836.0,1,1.0
1522,2019-06-06,801.0,1,1.0
1523,2019-06-10,630.0,1,1.0
1524,2019-06-11,1099.0,1,1.0
1525,2019-06-12,1004.0,1,1.0
1526,2019-06-13,1066.0,1,0.0
1527,2019-06-14,907.0,1,1.0
1528,2019-06-17,900.0,1,1.0
1529,2019-06-18,1031.0,1,1.0
1530,2019-06-19,1039.0,1,0.0
1531,2019-06-20,957.0,1,1.0
1532,2019-06-21,938.0,1,1.0
1533,2019-06-24,1151.0,1,1.0
1534,2019-06-25,1226.0,1,1.0
1535,2019-06-26,1227.0,1,1.0
1536,2019-06-27,1222.0,0,0.0
1537,2019-06-28,1126.0,0,0.0
1538,2019-07-01,1160.0,0,1.0
1539,2019-07-02,1115.0,0,0.0
1540,2019-07-03,1116.0,0,0.0
1541,2019-07-04,993.0,0,0.0
1542,2019-07-05,988.0,0,0.0
1543,2019-07-08,985.0,0,0.0
1544,2019-07-09,1084.0,0,0.0
1545,2019-07-10,1279.0,0,1.0
1546,2019-07-11,1564.0,1,1.0
1547,2019-07-12,1480.0,0,0.0
1548,2019-07-15,1585.0,1,1.0
1549,2019-07-16,1643.0,1,0.0
1550,2019-07-17,1417.0,1,1.0
1551,2019-07-18,1480.0,1,0.0
1552,2019-07-19,1563.0,1,1.0
1553,2019-07-22,1628.0,1,1.0
1554,2019-07-23,1419.0,0,0.0
1555,2019-07-24,1415.0,0,0.0
1556,2019-07-25,1338.0,0,1.0
1557,2019-07-26,1254.0,0,0.0
1558,2019-07-29,1256.0,0,0.0
1559,2019-07-30,1189.0,0,1.0
1560,2019-07-31,1228.0,0,1.0
1561,2019-08-01,1352.0,0,1.0
1562,2019-08-02,1370.0,0,0.0
1563,2019-08-05,1605.0,1,0.0
1564,2019-08-06,1950.0,1,0.0
1565,2019-08-07,1770.0,1,1.0
1566,2019-08-08,1678.0,1,1.0
1567,2019-08-09,1655.0,1,1.0
1568,2019-08-12,1531.0,0,0.0
1569,2019-08-13,1640.0,1,1.0
1570,2019-08-14,1757.0,1,1.0
1571,2019-08-15,1540.0,0,0.0
1572,2019-08-16,1536.0,0,0.0
1573,2019-08-19,1533.0,0,0.0
1574,2019-08-20,1444.0,0,0.0
1575,2019-08-21,1582.0,0,0.0
1576,2019-08-22,1582.0,0,0.0
1577,2019-08-23,1450.0,0,0.0
1578,2019-08-27,1600.0,1,1.0
1579,2019-08-28,1303.0,1,1.0
1580,2019-08-29,1227.0,1,1.0
1581,2019-09-02,1074.0,1,0.0
1582,2019-09-03,791.0,1,1.0
1583,2019-09-04,740.0,1,1.0
1584,2019-09-05,902.0,1,1.0
1585,2019-09-06,833.0,1,1.0
1586,2019-09-09,704.0,0,0.0
1587,2019-09-10,826.0,1,1.0
1588,2019-09-11,749.0,0,0.0
1589,2019-09-12,709.0,0,0.0
1590,2019-09-16,712.0,0,1.0
1591,2019-09-17,261.0,0,0.0
1592,2019-09-18,348.0,0,0.0
1593,2019-09-19,527.0,0,1.0
1594,2019-09-20,625.0,0,1.0
1595,2019-09-23,657.0,0,1.0
1596,2019-09-24,623.0,0,1.0
1597,2019-09-25,526.0,0,1.0
1598,2019-09-26,561.0,1,1.0
1599,2019-09-27,480.0,1,1.0
1600,2019-09-30,450.0,1,0.0
1601,2019-10-08,135.0,1,0.0
1602,2019-10-09,-1.0,1,0.0
1603,2019-10-10,106.0,1,1.0
1604,2019-10-11,-17.0,1,1.0
1605,2019-10-14,112.0,1,1.0
1606,2019-10-15,-192.0,0,0.0
1607,2019-10-16,63.0,1,1.0
1608,2019-10-17,-137.0,1,1.0
1609,2019-10-18,-311.0,1,1.0
1610,2019-10-21,-385.0,1,1.0
1611,2019-10-22,-417.0,1,1.0
1612,2019-10-23,-331.0,1,1.0
1613,2019-10-24,-325.0,1,1.0
1614,2019-10-25,-369.0,1,1.0
1615,2019-10-28,-326.0,1,1.0
1616,2019-10-29,-360.0,1,1.0
1617,2019-10-30,-332.0,0,1.0
1618,2019-10-31,-272.0,0,0.0
1619,2019-11-01,-352.0,0,1.0
1620,2019-11-05,-121.0,0,0.0
1621,2019-11-06,-13.0,0,0.0
1622,2019-11-07,-21.0,0,1.0
1623,2019-11-08,22.0,0,1.0
1624,2019-11-11,-100.0,0,0.0
1625,2019-11-12,-193.0,0,0.0
1626,2019-11-13,-21.0,0,1.0
1627,2019-11-14,-90.0,0,0.0
1628,2019-11-15,17.0,1,1.0
1629,2019-11-18,17.0,1,1.0
1630,2019-11-19,-63.0,1,1.0
1631,2019-11-20,23.0,1,1.0
1632,2019-11-21,113.0,1,1.0
1633,2019-11-22,252.0,1,1.0
1634,2019-11-25,273.0,1,1.0
1635,2019-11-26,126.0,1,0.0
1636,2019-11-27,0.0,0,0.0
1637,2019-11-28,5.0,0,0.0
1638,2019-11-29,3.0,0,0.0
1639,2019-12-02,15.0,0,0.0
1640,2019-12-03,190.0,1,0.0
1641,2019-12-04,225.0,1,0.0
1642,2019-12-05,325.0,1,1.0
1643,2019-12-06,213.0,1,1.0
1644,2019-12-09,275.0,1,1.0
1645,2019-12-10,59.0,1,1.0
1646,2019-12-11,156.0,1,1.0
1647,2019-12-12,70.0,1,1.0
1648,2019-12-13,77.0,1,1.0
1649,2019-12-16,-70.0,1,1.0
1650,2019-12-17,24.0,1,1.0
1651,2019-12-18,-10.0,1,0.0
1652,2019-12-19,91.0,1,1.0
1653,2019-12-20,62.0,1,1.0
1654,2019-12-23,-57.0,1,1.0
1655,2019-12-24,-127.0,1,1.0
1656,2019-12-27,-201.0,1,0.0
1657,2019-12-30,-179.0,1,1.0
1658,2019-12-31,-130.0,1,1.0
1659,2020-01-02,-164.0,1,1.0
1660,2020-01-03,181.0,1,1.0
1661,2020-01-06,157.0,0,1.0
1662,2020-01-07,244.0,0,0.0
1663,2020-01-08,170.0,0,0.0
1664,2020-01-09,276.0,0,0.0
1665,2020-01-10,285.0,0,0.0
1666,2020-01-13,174.0,0,0.0
1667,2020-01-14,78.0,0,0.0
1668,2020-01-15,177.0,0,1.0
1669,2020-01-16,130.0,0,0.0
1670,2020-01-17,237.0,0,0.0
1671,2020-01-20,234.0,0,0.0
1672,2020-01-21,82.0,0,0.0
1673,2020-01-22,93.0,0,0.0
1674,2020-01-23,348.0,0,0.0
1675,2020-02-03,14.0,0,0.0
1676,2020-02-04,585.0,1,1.0
1677,2020-02-05,530.0,1,1.0
1678,2020-02-06,441.0,1,1.0
1679,2020-02-07,441.0,1,1.0
1680,2020-02-10,372.0,1,1.0
1681,2020-02-11,413.0,1,1.0
1682,2020-02-12,339.0,1,0.0
1683,2020-02-13,346.0,0,1.0
1684,2020-02-14,237.0,0,0.0
1685,2020-02-17,312.0,0,0.0
1686,2020-02-18,356.0,0,0.0
1687,2020-02-19,412.0,0,1.0
1688,2020-02-20,309.0,0,0.0
1689,2020-02-21,188.0,0,0.0
1690,2020-02-24,248.0,0,0.0
1691,2020-02-25,284.0,0,0.0
1692,2020-02-26,417.0,0,0.0
1693,2020-02-27,602.0,0,1.0
1694,2020-02-28,709.0,0,0.0
1695,2020-03-02,956.0,1,1.0
1696,2020-03-03,725.0,0,0.0
1697,2020-03-04,484.0,0,0.0
1698,2020-03-05,549.0,0,0.0
1699,2020-03-06,498.0,0,1.0
1700,2020-03-09,460.0,0,0.0
1701,2020-03-10,294.0,0,0.0
1702,2020-03-11,428.0,0,0.0
1703,2020-03-12,459.0,0,0.0
1704,2020-03-13,416.0,0,0.0
1705,2020-03-16,580.0,0,1.0
1706,2020-03-17,293.0,0,0.0
1707,2020-03-18,451.0,0,0.0
1708,2020-03-19,570.0,0,1.0
1709,2020-03-20,707.0,0,0.0
1710,2020-03-23,589.0,0,1.0
1711,2020-03-24,508.0,1,1.0
1712,2020-03-25,530.0,1,1.0
1713,2020-03-26,238.0,1,0.0
1714,2020-03-27,325.0,1,1.0
1715,2020-03-30,528.0,1,1.0
1716,2020-03-31,686.0,1,1.0
1717,2020-04-01,543.0,1,1.0
1718,2020-04-02,506.0,1,1.0
1719,2020-04-03,809.0,1,1.0
1720,2020-04-07,524.0,1,1.0
1721,2020-04-08,169.0,0,0.0
1722,2020-04-09,279.0,0,0.0
1723,2020-04-14,162.0,1,1.0
1724,2020-04-15,449.0,1,1.0
1725,2020-04-16,442.0,1,1.0
1726,2020-04-17,528.0,1,1.0
1727,2020-04-20,502.0,1,1.0
1728,2020-04-21,502.0,1,1.0
1729,2020-04-22,373.0,1,0.0
1730,2020-04-23,400.0,1,1.0
1731,2020-04-24,-61.0,0,1.0
1732,2020-04-27,55.0,1,1.0
1733,2020-04-28,180.0,1,1.0
1734,2020-04-29,250.0,1,1.0
1735,2020-04-30,95.0,1,1.0
1736,2020-05-06,-49.0,1,1.0
1737,2020-05-07,541.0,1,1.0
1738,2020-05-11,269.0,1,1.0
1739,2020-05-12,203.0,0,0.0
1740,2020-05-13,158.0,1,1.0
1741,2020-05-14,-62.0,1,1.0
1742,2020-05-15,55.0,1,1.0
1743,2020-05-19,-13.0,0,0.0
1744,2020-05-20,78.0,0,0.0
1745,2020-05-21,-42.0,0,0.0
1746,2020-05-22,264.0,0,0.0
1747,2020-05-26,398.0,1,1.0
1748,2020-05-27,414.0,1,1.0
1749,2020-05-28,346.0,1,1.0
1750,2020-05-29,346.0,1,1.0
1751,2020-06-01,424.0,1,0.0
1752,2020-06-02,324.0,1,1.0
1753,2020-06-03,-55.0,1,1.0
1754,2020-06-04,10.0,0,0.0
1755,2020-06-05,26.0,1,1.0
1756,2020-06-08,107.0,0,1.0
1757,2020-06-09,-114.0,0,0.0
1758,2020-06-10,157.0,0,1.0
1759,2020-06-11,202.0,0,0.0
1760,2020-06-12,202.0,0,0.0
1761,2020-06-15,276.0,0,0.0
1762,2020-06-16,219.0,0,0.0
1763,2020-06-17,298.0,0,0.0
1764,2020-06-18,135.0,0,0.0
1765,2020-06-19,-30.0,1,1.0
1766,2020-06-22,67.0,1,1.0
1767,2020-06-23,38.0,1,1.0
1768,2020-06-24,-15.0,1,1.0
1769,2020-06-29,15.0,1,0.0
1770,2020-06-30,-38.0,1,1.0
1771,2020-07-01,-35.0,1,1.0
1772,2020-07-02,-154.0,1,1.0
1773,2020-07-03,-386.0,1,1.0
1774,2020-07-06,-358.0,1,1.0
1775,2020-07-07,-265.0,0,0.0
1776,2020-07-08,-116.0,0,0.0
1777,2020-07-09,-73.0,1,1.0
1778,2020-07-10,-190.0,0,0.0
1779,2020-07-13,-58.0,1,1.0
1780,2020-07-14,-93.0,0,0.0
1781,2020-07-15,97.0,1,1.0
1782,2020-07-16,185.0,0,0.0
1783,2020-07-17,284.0,1,0.0
1784,2020-07-20,232.0,1,0.0
1785,2020-07-21,360.0,1,1.0
1786,2020-07-22,240.0,0,0.0
1787,2020-07-23,349.0,0,0.0
1788,2020-07-24,485.0,0,0.0
1789,2020-07-27,549.0,1,0.0
1790,2020-07-28,783.0,1,1.0
1791,2020-07-29,592.0,1,1.0
1792,2020-07-30,595.0,1,1.0
1793,2020-07-31,520.0,1,1.0
1794,2020-08-03,328.0,1,1.0
1795,2020-08-04,268.0,1,1.0
1796,2020-08-05,185.0,1,0.0
1797,2020-08-06,214.0,1,1.0
1798,2020-08-07,129.0,1,0.0
1799,2020-08-10,107.0,1,1.0
1800,2020-08-11,554.0,1,1.0
1801,2020-08-12,480.0,1,1.0
1802,2020-08-13,395.0,1,1.0
1803,2020-08-14,623.0,1,1.0
1804,2020-08-17,492.0,1,1.0
1805,2020-08-18,518.0,1,1.0
1806,2020-08-19,538.0,1,1.0
1807,2020-08-20,605.0,1,1.0
1808,2020-08-21,477.0,1,1.0
1809,2020-08-24,349.0,1,0.0
1810,2020-08-25,424.0,0,0.0
1811,2020-08-26,252.0,0,1.0
1812,2020-08-27,333.0,0,1.0
1813,2020-08-28,341.0,0,0.0
1814,2020-09-01,421.0,0,0.0
1815,2020-09-02,678.0,0,1.0
1816,2020-09-03,694.0,0,0.0
1817,2020-09-04,806.0,0,1.0
1818,2020-09-07,896.0,0,0.0
1819,2020-09-08,760.0,0,1.0
1820,2020-09-09,755.0,0,0.0
1821,2020-09-10,879.0,1,1.0
1822,2020-09-11,699.0,1,1.0
1823,2020-09-14,601.0,1,1.0
1824,2020-09-15,614.0,1,1.0
1825,2020-09-16,379.0,0,0.0
1826,2020-09-17,530.0,1,1.0
1827,2020-09-18,545.0,0,0.0
1828,2020-09-21,659.0,1,1.0
1829,2020-09-22,696.0,1,1.0
1830,2020-09-23,780.0,1,1.0
1831,2020-09-24,778.0,1,1.0
1832,2020-09-25,820.0,1,1.0
1833,2020-09-28,791.0,1,1.0
1834,2020-09-29,674.0,1,1.0
1835,2020-10-09,717.0,1,1.0
1836,2020-10-12,755.0,1,0.0
1837,2020-10-13,1368.0,1,1.0
1838,2020-10-14,1451.0,1,0.0
1839,2020-10-15,1540.0,1,0.0
1840,2020-10-16,1843.0,1,0.0
1841,2020-10-19,1933.0,1,0.0
1842,2020-10-20,2312.0,0,0.0
1843,2020-10-21,2081.0,0,0.0
1844,2020-10-22,1972.0,0,1.0
1845,2020-10-23,1793.0,0,0.0
1846,2020-10-26,1645.0,1,1.0
1847,2020-10-27,1695.0,0,0.0
1848,2020-10-28,1539.0,0,0.0
1849,2020-10-29,1534.0,0,0.0
1850,2020-10-30,1774.0,0,0.0
1851,2020-11-02,1774.0,0,0.0
1852,2020-11-03,2123.0,0,1.0
1853,2020-11-04,2144.0,0,1.0
1854,2020-11-05,1905.0,0,0.0
1855,2020-11-06,1913.0,0,0.0
1856,2020-11-09,1911.0,1,1.0
1857,2020-11-10,1908.0,1,0.0
1858,2020-11-11,1662.0,1,1.0
1859,2020-11-12,1671.0,1,1.0
1860,2020-11-13,1765.0,1,1.0
1861,2020-11-16,1870.0,1,0.0
1862,2020-11-17,1882.0,1,1.0
1863,2020-11-18,1664.0,1,1.0
1864,2020-11-19,1673.0,1,1.0
1865,2020-11-20,1584.0,1,1.0
1866,2020-11-23,1705.0,1,1.0
1867,2020-11-24,1495.0,0,0.0
1868,2020-11-25,1398.0,0,0.0
1869,2020-11-26,1512.0,1,1.0
1870,2020-11-27,1587.0,1,0.0
1871,2020-11-30,1582.0,0,0.0
1872,2020-12-01,1517.0,1,1.0
1873,2020-12-02,1846.0,1,0.0
1874,2020-12-03,1830.0,1,1.0
1875,2020-12-04,1896.0,1,0.0
1876,2020-12-07,1976.0,1,1.0
1877,2020-12-08,1909.0,1,1.0
1878,2020-12-09,1871.0,1,0.0
1879,2020-12-10,1943.0,1,0.0
1880,2020-12-11,1783.0,0,0.0
1881,2020-12-14,1622.0,0,1.0
1882,2020-12-15,1742.0,0,0.0
1883,2020-12-16,1700.0,1,0.0
1884,2020-12-17,1542.0,1,0.0
1885,2020-12-18,1551.0,1,1.0
1886,2020-12-21,1326.0,1,1.0
1887,2020-12-22,1433.0,1,0.0
1888,2020-12-23,1831.0,1,1.0
1889,2020-12-24,1743.0,1,1.0
1890,2020-12-29,1552.0,1,1.0
1891,2020-12-30,1549.0,1,1.0
1892,2020-12-31,1445.0,1,0.0
1893,2021-01-04,1295.0,1,1.0
1894,2021-01-05,1493.0,0,0.0
1895,2021-01-06,1426.0,0,0.0
1896,2021-01-07,1331.0,0,1.0
1897,2021-01-08,1374.0,0,0.0
1898,2021-01-11,1423.0,0,0.0
1899,2021-01-12,1411.0,1,0.0
1900,2021-01-13,1207.0,1,0.0
1901,2021-01-14,1083.0,0,0.0
1902,2021-01-15,1278.0,0,1.0
1903,2021-01-18,1155.0,1,1.0
1904,2021-01-19,1236.0,0,0.0
1905,2021-01-20,1298.0,0,1.0
1906,2021-01-21,1221.0,0,0.0
1907,2021-01-22,1125.0,0,0.0
1908,2021-01-25,987.0,0,0.0
1909,2021-01-26,1137.0,1,1.0
1910,2021-01-27,1018.0,1,1.0
1911,2021-01-28,1081.0,1,0.0
1912,2021-01-29,1211.0,1,0.0
1913,2021-02-01,1307.0,1,1.0
1914,2021-02-02,1298.0,1,1.0
1915,2021-02-03,1445.0,1,0.0
1916,2021-02-04,1342.0,1,1.0
1917,2021-02-05,1266.0,1,1.0
1918,2021-02-08,953.0,1,1.0
1919,2021-02-09,1285.0,1,1.0
1920,2021-02-18,1046.0,1,1.0
1921,2021-02-19,747.0,1,1.0
1922,2021-02-22,801.0,1,1.0
1923,2021-02-23,980.0,0,0.0
1924,2021-02-24,755.0,0,0.0
1925,2021-02-25,874.0,0,0.0
1926,2021-02-26,859.0,0,0.0
1927,2021-03-01,1383.0,0,0.0
1928,2021-03-02,1547.0,0,0.0
1929,2021-03-03,1339.0,0,1.0
1930,2021-03-04,1418.0,0,0.0
1931,2021-03-05,1747.0,0,0.0
1932,2021-03-08,1615.0,0,1.0
1933,2021-03-09,1531.0,0,0.0
1934,2021-03-10,1453.0,0,0.0
1935,2021-03-11,1681.0,0,0.0
1936,2021-03-12,1341.0,0,1.0
1937,2021-03-15,1045.0,0,1.0
1938,2021-03-16,1240.0,0,0.0
1939,2021-03-17,1257.0,0,0.0
1940,2021-03-18,1218.0,0,0.0
1941,2021-03-19,1347.0,0,1.0
1942,2021-03-22,1411.0,0,0.0
1943,2021-03-23,1343.0,0,1.0
1944,2021-03-24,1361.0,0,1.0
1945,2021-03-25,1331.0,1,1.0
1946,2021-03-26,1469.0,1,1.0
1947,2021-03-29,1603.0,1,1.0
1948,2021-03-30,1342.0,1,1.0
1949,2021-03-31,1371.0,0,0.0
1950,2021-04-01,1340.0,1,1.0
1951,2021-04-06,1215.0,1,0.0
1952,2021-04-07,1663.0,1,1.0
1953,2021-04-08,1566.0,1,1.0
1954,2021-04-09,1515.0,1,0.0
1955,2021-04-12,1213.0,1,0.0
1956,2021-04-13,1057.0,1,1.0
1957,2021-04-14,1310.0,1,1.0
1958,2021-04-15,970.0,1,1.0
1959,2021-04-16,724.0,1,1.0
1960,2021-04-19,803.0,1,1.0
1961,2021-04-20,1027.0,1,1.0
1962,2021-04-21,1059.0,1,1.0
1963,2021-04-22,987.0,1,0.0
1964,2021-04-23,842.0,1,1.0
1965,2021-04-26,1003.0,1,1.0
1966,2021-04-27,871.0,1,0.0
1967,2021-04-28,756.0,1,1.0
1968,2021-04-29,535.0,0,1.0
1969,2021-04-30,855.0,0,0.0
1970,2021-05-06,1179.0,1,1.0
1971,2021-05-07,1088.0,0,0.0
1972,2021-05-10,878.0,0,1.0
1973,2021-05-11,976.0,0,1.0
1974,2021-05-12,1098.0,1,1.0
1975,2021-05-13,1352.0,0,1.0
1976,2021-05-14,1257.0,0,0.0
1977,2021-05-17,1481.0,0,0.0
1978,2021-05-18,1832.0,0,1.0
1979,2021-05-19,1833.0,0,0.0
1980,2021-05-20,1525.0,0,0.0
1981,2021-05-21,1609.0,0,0.0
1982,2021-05-24,1826.0,0,0.0
1983,2021-05-25,1611.0,1,1.0
1984,2021-05-26,1595.0,1,1.0
1985,2021-05-27,1538.0,1,0.0
1986,2021-05-28,1506.0,1,0.0
1987,2021-06-01,1412.0,1,0.0
1988,2021-06-02,1561.0,1,1.0
1989,2021-06-03,1274.0,1,1.0
1990,2021-06-04,1430.0,0,0.0
1991,2021-06-07,1414.0,0,0.0
1992,2021-06-08,1249.0,0,0.0
1993,2021-06-09,1271.0,0,0.0
1994,2021-06-10,1250.0,0,0.0
1995,2021-06-11,1010.0,0,0.0
1996,2021-06-15,925.0,0,0.0
1997,2021-06-16,930.0,1,1.0
1998,2021-06-17,837.0,1,1.0
1999,2021-06-18,913.0,1,1.0
2000,2021-06-21,1112.0,1,0.0
2001,2021-06-22,902.0,1,1.0
2002,2021-06-23,913.0,1,1.0
2003,2021-06-24,941.0,1,1.0
2004,2021-06-25,865.0,1,1.0
2005,2021-06-28,924.0,1,0.0
2006,2021-06-29,880.0,1,1.0
2007,2021-06-30,844.0,1,1.0
2008,2021-07-01,817.0,1,1.0
2009,2021-07-02,1226.0,1,1.0
2010,2021-07-05,1259.0,1,1.0
2011,2021-07-06,1186.0,1,1.0
2012,2021-07-07,1380.0,1,0.0
2013,2021-07-08,1353.0,1,1.0
2014,2021-07-09,1266.0,1,1.0
2015,2021-07-12,1364.0,1,1.0
2016,2021-07-13,1356.0,1,1.0
2017,2021-07-14,1329.0,1,1.0
2018,2021-07-15,1416.0,1,1.0
2019,2021-07-16,1517.0,1,1.0
2020,2021-07-19,1659.0,1,1.0
2021,2021-07-20,1546.0,1,0.0
2022,2021-07-21,1935.0,1,0.0
2023,2021-07-22,1594.0,1,0.0
2024,2021-07-23,1618.0,1,1.0
2025,2021-07-26,1618.0,1,1.0
2026,2021-07-27,1745.0,1,1.0
2027,2021-07-28,1860.0,1,0.0
2028,2021-07-29,2000.0,1,0.0
2029,2021-07-30,1963.0,1,0.0
2030,2021-08-02,1941.0,1,0.0
2031,2021-08-03,1994.0,1,1.0
2032,2021-08-04,1940.0,1,1.0
2033,2021-08-05,1832.0,1,1.0
2034,2021-08-06,1751.0,1,1.0
2035,2021-08-09,1703.0,1,1.0
2036,2021-08-10,1712.0,1,1.0
2037,2021-08-11,1854.0,0,0.0
2038,2021-08-12,1745.0,1,1.0
2039,2021-08-13,1914.0,0,0.0
2040,2021-08-16,1677.0,0,1.0
2041,2021-08-17,1700.0,0,0.0
2042,2021-08-18,2036.0,0,1.0
2043,2021-08-19,2095.0,0,0.0
2044,2021-08-20,2079.0,0,0.0
